"","Race","Region","EDUC","Gender"
"2506","Asian/Pacific Islander","Midwest","Secondary","Male"
"2507","Asian/Pacific Islander","South","Masters","Male"
"2508","White","South","Bachelors","Female"
"2509","White","West","Bachelors","Male"
"2510","Hispanic","South","Professional","Female"
"2511","White","Midwest","Secondary","Male"
"2512","Black","South","Secondary","Female"
"2513","White","Midwest","Secondary","Female"
"2514","White","Midwest","Primary","Female"
"2515","Asian/Pacific Islander","South","Masters","Male"
"2516","Black","Northeast","Bachelors","Female"
"2517","Hispanic","Midwest","Primary","Female"
"2518","White","Northeast","Masters","Female"
"2519","White","West","Bachelors","Male"
"2520","White","Northeast","Bachelors","Female"
"2521","White","West","Secondary","Male"
"2522","White","South","Secondary","Male"
"2523","White","Midwest","Masters","Female"
"2524","White","South","Masters","Female"
"2525","White","South","Secondary","Female"
"2526","Black","South","Secondary","Female"
"2527","White","Midwest","Bachelors","Male"
"2528","Hispanic","Northeast","Secondary","Male"
"2529","Hispanic","South","Secondary","Female"
"2530","White","Midwest","Bachelors","Female"
"2531","Black","South","Secondary","Female"
"2532","White","South","Secondary","Male"
"2533","White","Midwest","Professional","Male"
"2534","White","Midwest","Bachelors","Male"
"2535","White","South","Professional","Female"
"2536","White","Midwest","Professional","Female"
"2537","White","Midwest","Professional","Female"
"2538","White","Midwest","Professional","Male"
"2539","Black","South","Bachelors","Male"
"2540","Black","South","Professional","Male"
"2541","Hispanic","West","Secondary","Male"
"2542","White","Midwest","Bachelors","Male"
"2543","White","Midwest","Professional","Male"
"2544","White","Midwest","Bachelors","Female"
"2545","White","Midwest","Secondary","Male"
"2546","White","South","Bachelors","Female"
"2547","White","South","Bachelors","Female"
"2548","White","West","Bachelors","Male"
"2549","White","Midwest","Bachelors","Male"
"2550","Hispanic","West","Primary","Female"
"2551","White","Midwest","Secondary","Male"
"2552","Black","West","Primary","Male"
"2553","White","South","Masters","Male"
"2554","White","Northeast","Secondary","Male"
"2555","White","South","Masters","Male"
"2556","White","South","Professional","Male"
"2557","Black","West","Secondary","Male"
"2558","White","Midwest","Secondary","Male"
"2559","Black","Midwest","Bachelors","Female"
"2560","Other","Northeast","Bachelors","Male"
"2561","Other","West","Primary","Female"
"2562","White","Midwest","Secondary","Male"
"2563","White","South","Primary","Female"
"2564","Hispanic","Midwest","Secondary","Female"
"2565","White","South","Masters","Male"
"2566","White","Midwest","Bachelors","Male"
"2567","Hispanic","South","Professional","Female"
"2568","Asian/Pacific Islander","Northeast","Bachelors","Male"
"2569","White","South","Bachelors","Male"
"2570","White","Midwest","Secondary","Male"
"2571","Other","South","Masters","Female"
"2572","White","South","Bachelors","Female"
"2573","Asian/Pacific Islander","West","Bachelors","Male"
"2574","White","Northeast","Masters","Male"
"2575","White","South","Masters","Male"
"2576","White","Midwest","Secondary","Female"
"2577","Asian/Pacific Islander","West","Bachelors","Female"
"2578","White","Northeast","Bachelors","Female"
"2579","White","Midwest","Secondary","Female"
"2580","White","South","Professional","Female"
"2581","Hispanic","Midwest","Professional","Female"
"2582","White","South","Masters","Female"
"2583","White","Midwest","Secondary","Male"
"2584","Other","Midwest","Primary","Male"
"2585","White","Midwest","Primary","Female"
"2586","White","South","Secondary","Male"
"2587","White","West","Masters","Male"
"2588","White","Midwest","Bachelors","Female"
"2589","White","Northeast","Secondary","Male"
"2590","Hispanic","West","Secondary","Male"
"2591","White","South","Masters","Female"
"2592","White","Midwest","Secondary","Male"
"2593","White","Midwest","Secondary","Female"
"2594","White","South","Bachelors","Female"
"2595","White","South","Masters","Female"
"2596","Hispanic","Midwest","Secondary","Female"
"2597","White","South","Professional","Female"
"2598","White","South","Primary","Male"
"2599","Asian/Pacific Islander","South","Masters","Female"
"2600","Asian/Pacific Islander","Midwest","Bachelors","Male"
"2601","White","Midwest","Bachelors","Female"
"2602","Hispanic","South","Professional","Female"
"2603","White","West","Secondary","Female"
"2604","White","West","Bachelors","Female"
"2605","Black","South","Primary","Female"
"2606","Hispanic","South","Secondary","Male"
"2607","Hispanic","South","Secondary","Female"
"2608","White","Midwest","Professional","Male"
"2609","White","West","Bachelors","Female"
"2610","White","South","Professional","Female"
"2611","Hispanic","South","Primary","Male"
"2612","White","South","Secondary","Male"
"2613","White","West","Professional","Male"
"2614","Other","West","Secondary","Female"
"2615","Hispanic","West","Masters","Female"
"2616","Black","South","Professional","Male"
"2617","White","South","Bachelors","Male"
"2618","Black","South","Primary","Female"
"2619","White","Midwest","Bachelors","Male"
"2620","White","Northeast","Professional","Male"
"2621","White","Midwest","Bachelors","Male"
"2622","Hispanic","South","Bachelors","Female"
"2623","Hispanic","West","Secondary","Female"
"2624","White","Midwest","Secondary","Male"
"2625","White","South","Masters","Male"
"2626","White","Midwest","Bachelors","Male"
"2627","Hispanic","West","Primary","Male"
"2628","White","West","Bachelors","Male"
"2629","Black","West","Masters","Female"
"2630","Hispanic","West","Secondary","Male"
"2631","White","South","Primary","Male"
"2632","White","Midwest","Masters","Female"
"2633","Black","West","Secondary","Male"
"2634","White","South","Masters","Female"
"2635","Black","South","Secondary","Female"
"2636","White","West","Secondary","Male"
"2637","White","Midwest","Secondary","Male"
"2638","White","South","Professional","Male"
"2639","Other","Midwest","Secondary","Female"
"2640","Black","South","Masters","Female"
"2641","Asian/Pacific Islander","West","Masters","Male"
"2642","White","Midwest","Secondary","Male"
"2643","White","South","Bachelors","Female"
"2644","Hispanic","West","Secondary","Female"
"2645","Black","South","Secondary","Male"
"2646","White","Northeast","Professional","Female"
"2647","White","South","Masters","Female"
"2648","White","Midwest","Secondary","Male"
"2649","White","West","Bachelors","Male"
"2650","White","South","Secondary","Male"
"2651","Black","South","Primary","Male"
"2652","White","Midwest","Masters","Female"
"2653","Hispanic","Midwest","Primary","Male"
"2654","White","Midwest","Bachelors","Male"
"2655","White","Midwest","Secondary","Male"
"2656","White","South","Secondary","Female"
"2657","White","Midwest","Bachelors","Female"
"2658","White","West","Bachelors","Female"
"2659","White","Midwest","Bachelors","Male"
"2660","Hispanic","South","Primary","Male"
"2661","White","South","Masters","Male"
"2662","White","Midwest","Secondary","Male"
"2663","Other","Midwest","Secondary","Female"
"2664","Hispanic","South","Bachelors","Female"
"2665","White","Midwest","Bachelors","Female"
"2666","White","West","Secondary","Female"
"2667","White","South","Professional","Female"
"2668","Other","Midwest","Secondary","Female"
"2669","Hispanic","West","Secondary","Male"
"2670","Hispanic","South","Secondary","Female"
"2671","Black","South","Primary","Female"
"2672","White","South","Secondary","Male"
"2673","Hispanic","West","Secondary","Female"
"2674","Hispanic","West","Secondary","Female"
"2675","White","Northeast","Secondary","Male"
"2676","White","Northeast","Professional","Female"
"2677","White","South","Bachelors","Male"
"2678","White","South","Bachelors","Male"
"2679","White","Midwest","Masters","Male"
"2680","White","South","Secondary","Female"
"2681","Hispanic","West","Secondary","Male"
"2682","Black","Midwest","Secondary","Female"
"2683","White","South","Bachelors","Female"
"2684","Black","South","Bachelors","Female"
"2685","White","Midwest","Secondary","Male"
"2686","White","South","Secondary","Male"
"2687","White","Midwest","Secondary","Male"
"2688","Hispanic","South","Secondary","Female"
"2689","White","South","Professional","Female"
"2690","White","West","Masters","Male"
"2691","Hispanic","West","Secondary","Female"
"2692","Black","South","Secondary","Male"
"2693","White","South","Secondary","Male"
"2694","White","Midwest","Masters","Male"
"2695","White","Midwest","Bachelors","Female"
"2696","Hispanic","South","Bachelors","Female"
"2697","Other","Northeast","Secondary","Male"
"2698","White","South","Secondary","Female"
"2699","Asian/Pacific Islander","Northeast","Masters","Female"
"2700","White","Northeast","Bachelors","Female"
"2701","White","Midwest","Professional","Female"
"2702","Black","South","Secondary","Female"
"2703","White","South","Bachelors","Male"
"2704","White","West","Professional","Male"
"2705","White","South","Secondary","Female"
"2706","Black","Midwest","Primary","Male"
"2707","White","South","Secondary","Female"
"2708","Black","South","Secondary","Male"
"2709","Hispanic","South","Secondary","Female"
"2710","White","Northeast","Professional","Female"
"2711","White","Northeast","Masters","Male"
"2712","White","West","Secondary","Female"
"2713","Other","Northeast","Bachelors","Female"
"2714","White","South","Primary","Male"
"2715","Hispanic","West","Professional","Female"
"2716","White","South","Secondary","Male"
"2717","White","South","Professional","Female"
"2718","White","Midwest","Secondary","Female"
"2719","White","Midwest","Bachelors","Male"
"2720","Other","Northeast","Professional","Male"
"2721","White","Northeast","Bachelors","Female"
"2722","White","South","Bachelors","Male"
"2723","Other","Midwest","Bachelors","Female"
"2724","Hispanic","West","Masters","Male"
"2725","White","Midwest","Secondary","Female"
"2726","Black","South","Masters","Female"
"2727","Asian/Pacific Islander","South","Secondary","Female"
"2728","White","South","Masters","Male"
"2729","Black","South","Bachelors","Male"
"2730","Black","South","Secondary","Female"
"2731","Black","Midwest","Professional","Female"
"2732","White","Northeast","Primary","Male"
"2733","White","South","Secondary","Male"
"2734","White","South","Primary","Female"
"2735","Hispanic","West","Professional","Male"
"2736","White","Midwest","Bachelors","Male"
"2737","White","Northeast","Masters","Male"
"2738","Hispanic","South","Secondary","Female"
"2739","White","Midwest","Bachelors","Female"
"2740","White","South","Professional","Female"
"2741","Black","South","Secondary","Female"
"2742","White","Midwest","Secondary","Male"
"2743","White","West","Secondary","Female"
"2744","White","Northeast","Masters","Male"
"2745","Black","South","Secondary","Female"
"2746","Hispanic","Midwest","Primary","Male"
"2747","White","South","Secondary","Male"
"2748","Hispanic","South","Primary","Male"
"2749","White","South","Masters","Female"
"2750","Hispanic","South","Professional","Female"
"2751","White","Midwest","Secondary","Female"
"2752","White","South","Bachelors","Female"
"2753","White","West","Secondary","Male"
"2754","White","Midwest","Secondary","Male"
"2755","Other","South","Bachelors","Male"
"2756","Hispanic","West","Primary","Female"
"2757","White","West","Primary","Female"
"2758","White","South","Bachelors","Male"
"2759","White","Midwest","Secondary","Female"
"2760","White","South","Secondary","Female"
"2761","Hispanic","South","Masters","Female"
"2762","White","South","Masters","Female"
"2763","White","Midwest","Secondary","Female"
"2764","White","South","Bachelors","Female"
"2765","White","Midwest","Secondary","Female"
"2766","White","Midwest","Secondary","Male"
"2767","Black","West","Secondary","Male"
"2768","White","Midwest","Primary","Female"
"2769","White","West","Masters","Female"
"2770","White","Midwest","Bachelors","Male"
"2771","Black","South","Secondary","Female"
"2772","Black","South","Professional","Male"
"2773","White","Midwest","Bachelors","Female"
"2774","Other","Midwest","Professional","Female"
"2775","Asian/Pacific Islander","Midwest","Professional","Female"
"2776","Other","South","Secondary","Male"
"2777","White","South","Bachelors","Female"
"2778","White","Midwest","Professional","Female"
"2779","Hispanic","South","Secondary","Female"
"2780","White","Midwest","Masters","Male"
"2781","White","South","Primary","Male"
"2782","Black","South","Secondary","Female"
"2783","White","Northeast","Secondary","Male"
"2784","Black","South","Bachelors","Male"
"2785","Asian/Pacific Islander","Midwest","Secondary","Male"
"2786","Asian/Pacific Islander","Midwest","Bachelors","Female"
"2787","Hispanic","Midwest","Primary","Female"
"2788","White","West","Secondary","Male"
"2789","Black","South","Secondary","Female"
"2790","White","West","Secondary","Male"
"2791","White","West","Secondary","Male"
"2792","Asian/Pacific Islander","West","Secondary","Male"
"2793","White","Midwest","Professional","Female"
"2794","White","Midwest","Professional","Female"
"2795","White","Midwest","Secondary","Female"
"2796",NA,"Northeast","Secondary","Male"
"2797","White","Midwest","Secondary","Male"
"2798","Hispanic","South","Secondary","Female"
"2799","White","South","Masters","Female"
"2800","Hispanic","West","Primary","Female"
"2801","White","Midwest","Masters","Male"
"2802","White","Midwest","Bachelors","Male"
"2803","White","South","Bachelors","Male"
"2804","White","Midwest","Bachelors","Male"
"2805","White","Midwest","Masters","Male"
"2806","White","Midwest","Secondary","Female"
"2807","Hispanic","South","Primary","Male"
"2808","Asian/Pacific Islander","South","Bachelors","Male"
"2809","White","Midwest","Primary","Female"
"2810","White","South","Secondary","Female"
"2811","Hispanic","Midwest","Secondary","Female"
"2812","White","South","Secondary","Female"
"2813","Black","South","Secondary","Male"
"2814","Asian/Pacific Islander","West","Bachelors","Male"
"2815","White","West","Masters","Female"
"2816","Hispanic","West","Bachelors","Female"
"2817","Black","South","Professional","Female"
"2818","Black","South","Bachelors","Male"
"2819","White","Midwest","Bachelors","Male"
"2820","Hispanic","South","Secondary","Female"
"2821","White","Midwest","Professional","Male"
"2822","Black","South","Professional","Female"
"2823","White","Midwest","Bachelors","Male"
"2824","Black","South","Secondary","Female"
"2825","White","South","Masters","Male"
"2826","Hispanic","West","Secondary","Female"
"2827","White","West","Bachelors","Male"
"2828","Hispanic","Midwest","Primary","Female"
"2829","Hispanic","West","Secondary","Male"
"2830","White","Northeast","Secondary","Female"
"2831","White","South","Secondary","Male"
"2832","Asian/Pacific Islander","West","Primary","Female"
"2833","White","Midwest","Secondary","Male"
"2834","Black","Midwest","Professional","Male"
"2835","Hispanic","South","Bachelors","Female"
"2836","Black","Midwest","Professional","Male"
"2837","Black","South","Secondary","Male"
"2838","Hispanic","South","Secondary","Female"
"2839","White","South","Secondary","Male"
"2840","White","West","Professional","Male"
"2841","White","Northeast","Professional","Male"
"2842","White","Midwest","Secondary","Male"
"2843","White","West","Secondary","Female"
"2844","Black","South","Professional","Female"
"2845","Black","Midwest","Secondary","Male"
"2846","White","Midwest","Primary","Male"
"2847","White","South","Secondary","Male"
"2848","White","South","Secondary","Female"
"2849","White","South","Primary","Female"
"2850","White","South","Secondary","Female"
"2851","White","South","Primary","Female"
"2852","White","Midwest","Professional","Female"
"2853","White","Midwest","Masters","Female"
"2854","White","West","Bachelors","Male"
"2855","Hispanic","Midwest","Primary","Male"
"2856","White","West","Secondary","Female"
"2857","White","West","Bachelors","Male"
"2858","White","Midwest","Secondary","Female"
"2859","Black","South","Primary","Male"
"2860","White","Midwest","Professional","Female"
"2861","White","West","Secondary","Female"
"2862","Asian/Pacific Islander","Northeast","Primary","Female"
"2863","White","South","Bachelors","Female"
"2864","White","South","Bachelors","Female"
"2865","White","Midwest","Primary","Male"
"2866","White","South","Professional","Male"
"2867","White","West","Secondary","Male"
"2868","Black","South","Primary","Female"
"2869","White","South","Secondary","Male"
"2870","Black","South","Bachelors","Female"
"2871","White","Midwest","Secondary","Female"
"2872","White","South","Primary","Male"
"2873","White","Northeast","Bachelors","Male"
"2874","White","Midwest","Masters","Female"
"2875","Hispanic","West","Primary","Male"
"2876","White","Midwest","Bachelors","Female"
"2877","White","Midwest","Secondary","Female"
"2878","White","South","Masters","Male"
"2879","White","Northeast","Secondary","Male"
"2880","Asian/Pacific Islander","South","Bachelors","Male"
"2881","White","Midwest","Bachelors","Female"
"2882","White","Midwest","Bachelors","Male"
"2883","White","Midwest","Masters","Female"
"2884","Black","Northeast","Professional","Female"
"2885","Black","Northeast","Secondary","Female"
"2886","White","Midwest","Primary","Male"
"2887","Black","Midwest","Secondary","Male"
"2888","White","South","Masters","Male"
"2889","White","Midwest","Bachelors","Female"
"2890","Black","Midwest","Secondary","Male"
"2891","White","South","Masters","Female"
"2892","White","West","Professional","Male"
"2893","White","South","Secondary","Female"
"2894","White","Northeast","Secondary","Male"
"2895","Black","South","Masters","Female"
"2896","Hispanic","West","Primary","Female"
"2897","White","Northeast","Secondary","Female"
"2898","White","West","Primary","Male"
"2899","White","South","Secondary","Male"
"2900","Asian/Pacific Islander","West","Professional","Female"
"2901","Hispanic","West","Secondary","Female"
"2902","Black","Midwest","Secondary","Male"
"2903","White","South","Professional","Male"
"2904","White","West","Secondary","Male"
"2905","Other","South","Masters","Male"
"2906","White","Northeast","Secondary","Male"
"2907","Hispanic","Midwest","Secondary","Female"
"2908","White","Midwest","Secondary","Female"
"2909","White","South","Masters","Male"
"2910","Other","Midwest","Primary","Male"
"2911","White","South","Bachelors","Female"
"2912","White","Midwest","Secondary","Male"
"2913","White","West","Primary","Female"
"2914","Black","Northeast","Secondary","Female"
"2915","White","South","Secondary","Male"
"2916","White","Midwest","Secondary","Male"
"2917","Hispanic","West","Bachelors","Female"
"2918","White","South","Secondary","Female"
"2919","White","Midwest","Secondary","Female"
"2920","White","Midwest","Professional","Male"
"2921","White","Midwest","Secondary","Male"
"2922","White","Midwest","Professional","Female"
"2923","White","Midwest","Secondary","Male"
"2924","Asian/Pacific Islander","Midwest","Professional","Female"
"2925","White","Midwest","Secondary","Male"
"2926","Hispanic","South","Masters","Female"
"2927","White","South","Secondary","Male"
"2928","White","South","Masters","Female"
"2929","White","Northeast","Secondary","Male"
"2930","Other","West","Bachelors","Male"
"2931","Asian/Pacific Islander","South","Secondary","Male"
"2932","White","Northeast","Bachelors","Female"
"2933","Hispanic","South","Secondary","Female"
"2934","Hispanic","South","Secondary","Female"
"2935","Asian/Pacific Islander","Midwest","Professional","Female"
"2936","White","South","Secondary","Female"
"2937","White","South","Primary","Male"
"2938","Asian/Pacific Islander","South","Bachelors","Female"
"2939","White","South","Secondary","Female"
"2940","Hispanic","West","Professional","Female"
"2941","White","Midwest","Secondary","Female"
"2942","White","Northeast","Professional","Male"
"2943","White","South","Bachelors","Female"
"2944","White","Midwest","Secondary","Female"
"2945","Hispanic","Northeast","Masters","Female"
"2946","White","South","Bachelors","Female"
"2947","Black","South","Bachelors","Male"
"2948","Black","South","Secondary","Male"
"2949","White","South","Secondary","Female"
"2950","White","South","Primary","Female"
"2951","White","South","Secondary","Male"
"2952","White","Northeast","Masters","Male"
"2953","White","Midwest","Secondary","Female"
"2954","Black","South","Professional","Male"
"2955","Hispanic","Midwest","Secondary","Male"
"2956","White","Midwest","Secondary","Male"
"2957","Asian/Pacific Islander","Midwest","Bachelors","Female"
"2958","Black","South","Secondary","Female"
"2959","White","Midwest","Professional","Male"
"2960","White","Midwest","Professional","Female"
"2961","White","Midwest","Bachelors","Male"
"2962","White","South","Secondary","Female"
"2963","Asian/Pacific Islander","West","Professional","Female"
"2964","White","Midwest","Professional","Male"
"2965","White","West","Secondary","Male"
"2966","White","South","Secondary","Female"
"2967","White","West","Bachelors","Female"
"2968","White","South","Primary","Male"
"2969","White","Northeast","Secondary","Male"
"2970","White","South","Primary","Female"
"2971","White","South","Secondary","Female"
"2972","White","South","Primary","Female"
"2973","White","Northeast","Secondary","Female"
"2974","White","Midwest","Secondary","Male"
"2975","White","Northeast","Masters","Male"
"2976","Hispanic","Northeast","Primary","Female"
"2977","White","West","Bachelors","Male"
"2978","Hispanic","South","Secondary","Female"
"2979","White","South","Secondary","Female"
"2980","Black","Northeast","Masters","Male"
"2981","Asian/Pacific Islander","South","Secondary","Male"
"2982","White","Midwest","Secondary","Female"
"2983","Hispanic","Northeast","Masters","Female"
"2984","Black","South","Secondary","Female"
"2985","White","South","Bachelors","Female"
"2986","White","South","Masters","Male"
"2987","White","South","Masters","Male"
"2988","White","Northeast","Masters","Female"
"2989","White","South","Bachelors","Female"
"2990","Black","South","Masters","Female"
"2991","Black","Northeast","Secondary","Male"
"2992","Other","West","Secondary","Male"
"2993","White","Midwest","Secondary","Male"
"2994","White","West","Secondary","Female"
"2995","White","South","Secondary","Male"
"2996","White","South","Bachelors","Male"
"2997","Black","South","Secondary","Male"
"2998","White","Midwest","Primary","Female"
"2999","White","South","Bachelors","Female"
"3000","White","Midwest","Secondary","Male"
"3001","White","South","Bachelors","Male"
"3002","White","South","Secondary","Female"
"3003","White","Midwest","Bachelors","Male"
"3004","White","Midwest","Secondary","Female"
"3005","Black","South","Secondary","Female"
"3006","White","South","Secondary","Female"
"3007","White","West","Masters","Female"
"3008","White","Northeast","Secondary","Female"
"3009","White","Northeast","Primary","Male"
"3010","Other","Midwest","Secondary","Female"
"3011","White","West","Bachelors","Female"
"3012","Black","South","Secondary","Male"
"3013","Black","South","Primary","Male"
"3014","White","Midwest","Secondary","Female"
"3015","White","Midwest","Bachelors","Male"
"3016","White","South","Bachelors","Female"
"3017","White","South","Bachelors","Male"
"3018","White","South","Secondary","Female"
"3019","Black","South","Secondary","Female"
"3020","White","Northeast","Secondary","Female"
"3021","White","South","Bachelors","Male"
"3022","White","Midwest","Professional","Female"
"3023","Asian/Pacific Islander","West","Masters","Female"
"3024","White","Midwest","Secondary","Male"
"3025","White","South","Secondary","Female"
"3026","White","West","Bachelors","Male"
"3027","Other","South","Secondary","Male"
"3028","White","South","Secondary","Female"
"3029","White","South","Secondary","Female"
"3030","White","Midwest","Bachelors","Male"
"3031","Black","South","Secondary","Male"
"3032","Black","Midwest","Bachelors","Female"
"3033","White","Midwest","Secondary","Male"
"3034","Hispanic","Midwest","Primary","Male"
"3035","White","Midwest","Masters","Female"
"3036","Hispanic","West","Primary","Female"
"3037","White","Northeast","Professional","Male"
"3038","Black","Midwest","Secondary","Male"
"3039","Other","West","Primary","Male"
"3040","Black","West","Secondary","Female"
"3041","Black","South","Secondary","Male"
"3042","White","West","Secondary","Female"
"3043","Black","Midwest","Secondary","Male"
"3044","Hispanic","South","Secondary","Male"
"3045","White","Midwest","Bachelors","Female"
"3046","White","South","Secondary","Female"
"3047","White","South","Bachelors","Female"
"3048","White","South","Secondary","Female"
"3049","White","South","Secondary","Female"
"3050","Black","South","Secondary","Female"
"3051","White","Midwest","Secondary","Female"
"3052","Hispanic","Midwest","Secondary","Female"
"3053","Asian/Pacific Islander","Northeast","Bachelors","Female"
"3054","White","South","Secondary","Female"
"3055","White","South","Primary","Male"
"3056","Black","West","Primary","Male"
"3057","Other","West","Professional","Female"
"3058","White","West","Secondary","Male"
"3059","White","South","Bachelors","Male"
"3060","White","Northeast","Bachelors","Female"
"3061","White","Midwest","Secondary","Male"
"3062","White","South","Secondary","Female"
"3063","White","Northeast","Secondary","Female"
"3064","White","Midwest","Secondary","Female"
"3065","White","Midwest","Secondary","Male"
"3066","White","West","Bachelors","Female"
"3067","Hispanic","South","Professional","Female"
"3068","Black","Midwest","Primary","Female"
"3069","White","Midwest","Secondary","Female"
"3070",NA,"Northeast","Bachelors","Male"
"3071","White","South","Secondary","Male"
"3072","Other","South","Professional","Male"
"3073","White","South","Secondary","Male"
"3074","Hispanic","Northeast","Primary","Male"
"3075","Hispanic","Northeast","Bachelors","Female"
"3076","White","Midwest","Professional","Female"
"3077","White","Northeast","Bachelors","Male"
"3078","Black","South","Primary","Female"
"3079","White","Midwest","Secondary","Female"
"3080","Black","Midwest","Secondary","Male"
"3081","White","Northeast","Secondary","Male"
"3082","White","Midwest","Secondary","Female"
"3083","White","South","Secondary","Female"
"3084","Hispanic","South","Secondary","Male"
"3085","White","West","Secondary","Male"
"3086","White","South","Secondary","Female"
"3087","White","Midwest","Bachelors","Male"
"3088","White","West","Secondary","Male"
"3089","White","South","Secondary","Male"
"3090","White","South","Primary","Male"
"3091","White","South","Masters","Male"
"3092","Other","West","Secondary","Male"
"3093","White","West","Bachelors","Female"
"3094","White","Northeast","Bachelors","Female"
"3095","White","Midwest","Bachelors","Male"
"3096","Black","South","Primary","Female"
"3097","Black","West","Secondary","Female"
"3098","Hispanic","West","Secondary","Female"
"3099","White","South","Secondary","Male"
"3100","White","Midwest","Secondary","Female"
"3101","White","Northeast","Masters","Female"
"3102","White","Midwest","Secondary","Female"
"3103","White","South","Secondary","Male"
"3104","White","Midwest","Masters","Male"
"3105","White","South","Bachelors","Male"
"3106","White","South","Masters","Female"
"3107","Asian/Pacific Islander","South","Masters","Male"
"3108","Other","South","Bachelors","Female"
"3109","Hispanic","Midwest","Secondary","Male"
"3110","White","Midwest","Primary","Male"
"3111","Hispanic","South","Secondary","Male"
"3112","White","South","Primary","Female"
"3113","White","Midwest","Secondary","Male"
"3114","White","Midwest","Secondary","Female"
"3115","Asian/Pacific Islander","West","Primary","Female"
"3116","White","Northeast","Professional","Female"
"3117","White","Midwest","Secondary","Female"
"3118","White","South","Secondary","Male"
"3119","White","South","Bachelors","Female"
"3120","Black","South","Secondary","Female"
"3121","White","South","Masters","Female"
"3122","Hispanic","West","Professional","Male"
"3123","Black","South","Secondary","Male"
"3124","Asian/Pacific Islander","South","Bachelors","Male"
"3125","White","Midwest","Secondary","Female"
"3126","White","South","Secondary","Male"
"3127","Asian/Pacific Islander","West","Bachelors","Male"
"3128","Hispanic","South","Secondary","Female"
"3129","Black","South","Primary","Female"
"3130","White","Northeast","Professional","Female"
"3131","White","Northeast","Masters","Male"
"3132","Other","West","Secondary","Female"
"3133","White","South","Masters","Female"
"3134","White","South","Bachelors","Male"
"3135","Hispanic","Midwest","Primary","Female"
"3136","Other","South","Secondary","Female"
"3137","White","South","Bachelors","Male"
"3138","White","South","Bachelors","Male"
"3139","White","West","Masters","Male"
"3140","Black","South","Secondary","Male"
"3141","Hispanic","West","Professional","Male"
"3142","White","South","Primary","Male"
"3143","Hispanic","South","Professional","Female"
"3144","Black","South","Masters","Female"
"3145","Black","Midwest","Secondary","Male"
"3146","White","Midwest","Professional","Female"
"3147","White","South","Bachelors","Female"
"3148","Hispanic","West","Secondary","Male"
"3149","Black","South","Primary","Male"
"3150","White","South","Masters","Male"
"3151","Black","South","Secondary","Male"
"3152","White","West","Secondary","Male"
"3153","White","Midwest","Masters","Female"
"3154","White","Midwest","Secondary","Female"
"3155","White","Northeast","Masters","Male"
"3156","White","South","Masters","Female"
"3157","White","Midwest","Secondary","Female"
"3158","White","Midwest","Secondary","Female"
"3159","White","Northeast","Secondary","Male"
"3160","Hispanic","West","Primary","Female"
"3161","White","South","Bachelors","Female"
"3162","Hispanic","South","Secondary","Male"
"3163","Hispanic","South","Secondary","Female"
"3164","White","Midwest","Secondary","Female"
"3165","White","South","Primary","Male"
"3166","Hispanic","Midwest","Masters","Female"
"3167","White","Midwest","Professional","Male"
"3168","White","South","Secondary","Female"
"3169","Hispanic","South","Secondary","Male"
"3170","White","Midwest","Secondary","Female"
"3171","Black","Northeast","Secondary","Female"
"3172","White","Midwest","Secondary","Female"
"3173","White","West","Secondary","Female"
"3174","Asian/Pacific Islander","West","Bachelors","Male"
"3175","White","South","Secondary","Male"
"3176","White","Midwest","Secondary","Male"
"3177","Other","West","Bachelors","Female"
"3178","White","Midwest","Secondary","Male"
"3179","White","South","Professional","Male"
"3180","White","Northeast","Secondary","Female"
"3181","Hispanic","South","Bachelors","Female"
"3182","White","South","Bachelors","Female"
"3183","Hispanic","South","Primary","Female"
"3184","White","South","Primary","Male"
"3185","White","South","Primary","Male"
"3186","White","South","Bachelors","Female"
"3187","Hispanic","Northeast","Professional","Female"
"3188","White","Midwest","Professional","Male"
"3189","Black","South","Primary","Male"
"3190","Hispanic","South","Secondary","Male"
"3191","White","South","Bachelors","Male"
"3192","Black","Northeast","Secondary","Female"
"3193","White","Midwest","Bachelors","Male"
"3194","White","Northeast","Secondary","Male"
"3195","White","Midwest","Masters","Male"
"3196","White","West","Professional","Female"
"3197","White","Midwest","Secondary","Female"
"3198","White","Northeast","Professional","Male"
"3199","Asian/Pacific Islander","South","Secondary","Female"
"3200","Asian/Pacific Islander","West","Bachelors","Male"
"3201","White","South","Secondary","Male"
"3202","White","South","Masters","Female"
"3203","White","South","Secondary","Male"
"3204","White","Midwest","Bachelors","Female"
"3205","White","South","Secondary","Male"
"3206","White","Midwest","Bachelors","Female"
"3207","White","Midwest","Professional","Female"
"3208","White","Northeast","Secondary","Female"
"3209","White","West","Masters","Female"
"3210","White","Midwest","Masters","Male"
"3211","White","South","Professional","Male"
"3212","White","South","Secondary","Male"
"3213","White","Midwest","Secondary","Male"
"3214","White","West","Secondary","Female"
"3215","Black","South","Primary","Male"
"3216","Asian/Pacific Islander","West","Masters","Male"
"3217","White","Northeast","Secondary","Female"
"3218","Hispanic","South","Bachelors","Male"
"3219","Black","South","Bachelors","Female"
"3220","Hispanic","Midwest","Secondary","Female"
"3221","Hispanic","Midwest","Secondary","Male"
"3222","White","South","Bachelors","Female"
"3223","White","South","Secondary","Male"
"3224","Black","South","Primary","Male"
"3225","White","Northeast","Secondary","Male"
"3226","White","South","Secondary","Male"
"3227","White","Midwest","Secondary","Male"
